,gene_name,ensembl_gene_id,chromosome,Source,Start,Strand,gene_source,gene_biotype,gene_length,gene_coding_length,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,gene_include,n_cells,pct_cells
COA1,COA1,ENSG00000106603,7,ensembl_havana,43608455,-,ensembl_havana,protein_coding,121262,11820,COA1,cytochrome c oxidase assembly factor 1 homolog,Approved,C7orf44,"FLJ10803, MITRAC15",True,33258,15.903331006187658
BLVRA,BLVRA,ENSG00000106605,7,ensembl_havana,43758679,+,ensembl_havana,protein_coding,48663,1821,BLVRA,biliverdin reductase A,Approved,BLVR,nan,True,6261,2.993888851697063
URGCP-MRPS24,URGCP-MRPS24,ENSG00000270617,7,ensembl_havana,43866557,-,ensembl_havana,protein_coding,40032,795,URGCP-MRPS24,URGCP-MRPS24 readthrough,Approved,nan,nan,True,53,0.02534357277430831
URGCP,URGCP,ENSG00000106608,7,ensembl_havana,43875893,-,ensembl_havana,protein_coding,50518,7830,URGCP,upregulator of cell proliferation,Approved,nan,"URG4, KIAA1507, FLJ20654, DKFZp666G166, DKFZp686O0457",True,8745,4.181689507760871
UBE2D4,UBE2D4,ENSG00000078967,7,ensembl_havana,43926437,+,ensembl_havana,protein_coding,29699,4713,UBE2D4,ubiquitin conjugating enzyme E2 D4 (putative),Approved,nan,HBUCE1,True,3501,1.674110344959498
SPDYE1,SPDYE1,ENSG00000136206,7,ensembl_havana,44000888,+,ensembl_havana,protein_coding,9234,2649,SPDYE1,speedy/RINGO cell cycle regulator family member E1,Approved,WBSCR19,"Ringo1, SPDYE",True,13384,6.399969396440423
DBNL,DBNL,ENSG00000136279,7,ensembl_havana,44044639,+,ensembl_havana,protein_coding,24817,12587,DBNL,drebrin like,Approved,nan,"SH3P7, HIP-55, ABP1",True,11576,5.535418838403642
PGAM2,PGAM2,ENSG00000164708,7,ensembl_havana,44062726,-,ensembl_havana,protein_coding,2861,857,PGAM2,phosphoglycerate mutase 2,Approved,nan,PGAM-M,True,3227,1.543088855522508
POLM,POLM,ENSG00000122678,7,ensembl_havana,44072246,-,ensembl_havana,protein_coding,10294,4487,POLM,DNA polymerase mu,Approved,nan,Tdt-N,True,8497,4.063100714401844
AEBP1,AEBP1,ENSG00000106624,7,ensembl_havana,44104360,+,ensembl_havana,protein_coding,10202,4955,AEBP1,AE binding protein 1,Approved,nan,ACLP,True,9636,4.607748438740281
POLD2,POLD2,ENSG00000106628,7,ensembl_havana,44114680,-,ensembl_havana,protein_coding,9678,3695,POLD2,"DNA polymerase delta 2, accessory subunit",Approved,nan,nan,True,7165,3.426164130715454
MYL7,MYL7,ENSG00000106631,7,ensembl_havana,44138863,-,ensembl_havana,protein_coding,2469,1458,MYL7,myosin light chain 7,Approved,nan,"MYLC2A, MYL2A",True,2475,1.1834970304983599
GCK,GCK,ENSG00000106633,7,ensembl_havana,44144270,-,ensembl_havana,protein_coding,53900,4122,GCK,glucokinase,Approved,MODY2,HK4,True,534,0.25534845021661584
YKT6,YKT6,ENSG00000106636,7,ensembl_havana,44200967,+,ensembl_havana,protein_coding,13327,3707,YKT6,YKT6 v-SNARE homolog,Approved,nan,nan,True,5032,2.40620487170414
CAMK2B,CAMK2B,ENSG00000058404,7,ensembl_havana,44217149,-,ensembl_havana,protein_coding,117428,8159,CAMK2B,calcium/calmodulin dependent protein kinase II beta,Approved,CAMKB,"CAM2, CAMK2, CaMKIIβ",True,5058,2.4186375677821026
NUDCD3,NUDCD3,ENSG00000015676,7,ensembl_havana,44379120,-,ensembl_havana,protein_coding,111760,10113,NUDCD3,NudC domain containing 3,Approved,nan,"KIAA1068, NudCL",True,22627,10.819792852156116
NPC1L1,NPC1L1,ENSG00000015520,7,ensembl_havana,44512534,-,ensembl_havana,protein_coding,28781,5252,NPC1L1,NPC1 like intracellular cholesterol transporter 1,Approved,nan,SLC65A2,True,461,0.22044126507464398
DDX56,DDX56,ENSG00000136271,7,ensembl_havana,44565416,-,ensembl_havana,protein_coding,9635,4068,DDX56,DEAD-box helicase 56,Approved,nan,NOH61,True,6596,3.154079358855427
TMED4,TMED4,ENSG00000158604,7,ensembl_havana,44577893,-,ensembl_havana,protein_coding,4394,3769,TMED4,transmembrane p24 trafficking protein 4,Approved,nan,"HNLF, p24alpha3, p24a3",True,9981,4.772720752082477
OGDH,OGDH,ENSG00000105953,7,ensembl_havana,44606571,+,ensembl_havana,protein_coding,102495,5210,OGDH,oxoglutarate dehydrogenase,Approved,nan,"E1k, OGDC-E1, OGDH2, KGD1",True,33538,16.037221579334947
ZMIZ2,ZMIZ2,ENSG00000122515,7,ensembl_havana,44748580,+,ensembl_havana,protein_coding,21301,7339,ZMIZ2,zinc finger MIZ-type containing 2,Approved,nan,"KIAA1886, hZIMP7, ZIMP7, DKFZp761I2123, NET27",True,12282,5.873014354982164
PPIA,PPIA,ENSG00000196262,7,ensembl_havana,44796679,+,ensembl_havana,protein_coding,27885,4432,PPIA,peptidylprolyl isomerase A,Approved,nan,CYPA,True,21885,10.4649828333158
H2AFV,H2AFV,ENSG00000105968,7,ensembl_havana,44826790,-,ensembl_havana,protein_coding,21293,4749,H2AZ2,H2A.Z variant histone 2,Approved,"H2AV, H2AFV","MGC10170, MGC10831, MGC1947",True,13215,6.319156871933667
PURB,PURB,ENSG00000146676,7,ensembl_havana,44876292,-,ensembl_havana,protein_coding,9069,9069,PURB,purine rich element binding protein B,Approved,nan,PURBETA,True,7688,3.676252594129855
MYO1G,MYO1G,ENSG00000136286,7,ensembl_havana,44962661,-,ensembl_havana,protein_coding,16437,8653,MYO1G,myosin IG,Approved,nan,HA-2,True,1974,0.9439285406883888
CCM2,CCM2,ENSG00000136280,7,ensembl_havana,44999474,+,ensembl_havana,protein_coding,76995,8196,CCM2,CCM2 scaffold protein,Approved,C7orf22,"MGC4607, OSM",True,22542,10.779147499593547
NACAD,NACAD,ENSG00000136274,7,ensembl_havana,45080437,-,ensembl_havana,protein_coding,8477,4917,NACAD,NAC alpha domain containing,Approved,nan,KIAA0363,True,356,0.17023230014441054
TBRG4,TBRG4,ENSG00000136270,7,ensembl_havana,45100099,-,ensembl_havana,protein_coding,11948,5803,TBRG4,transforming growth factor beta regulator 4,Approved,nan,"Cpr2, KIAA0948, H_TD2522F11.8, FASTKD4",True,6259,2.9929324904602965
RAMP3,RAMP3,ENSG00000122679,7,ensembl_havana,45157790,+,ensembl_havana,protein_coding,28512,1427,RAMP3,receptor activity modifying protein 3,Approved,nan,nan,True,7205,3.445291355450781
ADCY1,ADCY1,ENSG00000164742,7,ensembl_havana,45574139,+,ensembl_havana,protein_coding,148977,13530,ADCY1,adenylate cyclase 1,Approved,DFNB44,AC1,True,7077,3.3840842362977344
IGFBP1,IGFBP1,ENSG00000146678,7,ensembl_havana,45888356,+,ensembl_havana,protein_coding,5312,1653,IGFBP1,insulin like growth factor binding protein 1,Approved,IBP1,"IGF-BP25, AFBP, hIGFBP-1, PP12",True,32,0.015301779788261622
IGFBP3,IGFBP3,ENSG00000146674,7,ensembl_havana,45912244,-,ensembl_havana,protein_coding,9630,4571,IGFBP3,insulin like growth factor binding protein 3,Approved,nan,"IBP3, BP-53",True,7248,3.4658531220412576
TNS3,TNS3,ENSG00000136205,7,ensembl_havana,47275153,-,ensembl_havana,protein_coding,307405,11797,TNS3,tensin 3,Approved,TENS1,"TEM6, H_NH0549I23.2, FLJ13732",True,28890,13.814638065089946
HUS1,HUS1,ENSG00000136273,7,ensembl_havana,47695729,-,ensembl_havana,protein_coding,283852,4177,HUS1,HUS1 checkpoint clamp component,Approved,nan,nan,True,10146,4.8516205541157005
SUN3,SUN3,ENSG00000164744,7,ensembl_havana,47987147,-,ensembl_havana,protein_coding,41972,1732,SUN3,Sad1 and UNC84 domain containing 3,Approved,SUNC1,MGC33329,True,2127,1.0170901753010146
C7orf57,C7orf57,ENSG00000164746,7,ensembl_havana,48035510,+,ensembl_havana,protein_coding,25794,2275,C7orf57,chromosome 7 open reading frame 57,Approved,nan,nan,True,385,0.18409953807752263
UPP1,UPP1,ENSG00000183696,7,ensembl_havana,48088627,+,ensembl_havana,protein_coding,20106,4577,UPP1,uridine phosphorylase 1,Approved,UP,"UPASE, UPP, UDRPASE",True,7919,3.7867123169763683
ABCA13,ABCA13,ENSG00000179869,7,ensembl_havana,48171457,+,ensembl_havana,protein_coding,476039,19074,ABCA13,ATP binding cassette subfamily A member 13,Approved,nan,"FLJ33876, FLJ33951",True,2521,1.205493338943986
VWC2,VWC2,ENSG00000188730,7,ensembl_havana,49773660,+,ensembl_havana,protein_coding,148290,11299,VWC2,von Willebrand factor C domain containing 2,Approved,nan,"PSST739, UNQ739",True,5609,2.6821150885112326
ZPBP,ZPBP,ENSG00000042813,7,ensembl_havana,49850420,-,ensembl_havana,protein_coding,270909,2643,ZPBP,zona pellucida binding protein,Approved,nan,"SP38, ZPBP1",True,3846,1.8390826583016937
C7orf72,C7orf72,ENSG00000164500,7,ensembl_havana,50096035,+,ensembl_havana,protein_coding,63795,2028,SPATA48,spermatogenesis associated 48,Approved,C7orf72,nan,True,746,0.35672274131384907
IKZF1,IKZF1,ENSG00000185811,7,ensembl_havana,50304123,+,ensembl_havana,protein_coding,100978,9784,IKZF1,IKAROS family zinc finger 1,Approved,ZNFN1A1,"hIk-1, LyF-1, Hs.54452, IKAROS, PPP1R92",True,7286,3.4840239855398183
FIGNL1,FIGNL1,ENSG00000132436,7,ensembl_havana,50444127,-,ensembl_havana,protein_coding,98408,5034,FIGNL1,fidgetin like 1,Approved,nan,nan,True,1307,0.6249820682268107
DDC,DDC,ENSG00000132437,7,ensembl_havana,50458435,-,ensembl_havana,protein_coding,107022,3136,DDC,dopa decarboxylase,Approved,nan,AADC,True,629,0.3007756089630175
GRB10,GRB10,ENSG00000106070,7,ensembl_havana,50590062,-,ensembl_havana,protein_coding,203400,9944,GRB10,growth factor receptor bound protein 10,Approved,nan,nan,True,26375,12.61201380985626
COBL,COBL,ENSG00000106078,7,ensembl_havana,51016211,-,ensembl_havana,protein_coding,300607,14349,COBL,cordon-bleu WH2 repeat protein,Approved,nan,KIAA0633,True,24817,11.867008406415271
VSTM2A,VSTM2A,ENSG00000170419,7,ensembl_havana,54542324,+,ensembl_havana,protein_coding,28756,5967,VSTM2A,V-set and transmembrane domain containing 2A,Approved,VSTM2,MGC33530,True,83,0.039688991325803585
SEC61G,SEC61G,ENSG00000132432,7,ensembl_havana,54752249,-,ensembl_havana,protein_coding,7725,1842,SEC61G,SEC61 translocon subunit gamma,Approved,nan,SSS1,True,5639,2.696460507062728
EGFR,EGFR,ENSG00000146648,7,ensembl_havana,55019020,+,ensembl_havana,protein_coding,237600,12961,EGFR,epidermal growth factor receptor,Approved,ERBB,ERBB1,True,52462,25.086311601618164
LANCL2,LANCL2,ENSG00000132434,7,ensembl_havana,55365447,+,ensembl_havana,protein_coding,68295,5235,LANCL2,LanC like 2,Approved,GPR69B,TASP,True,8952,4.280672895766188
VOPP1,VOPP1,ENSG00000154978,7,ensembl_havana,55436055,-,ensembl_havana,protein_coding,136933,5364,VOPP1,VOPP1 WW domain binding protein,Approved,nan,"ECop, GASP, FLJ20532, DKFZp564K0822, WBP1L2",True,24172,11.558581907558123
SEPT14,SEPT14,ENSG00000154997,7,ensembl_havana,55793543,-,ensembl_havana,protein_coding,69246,3905,SEPTIN14,septin 14,Approved,SEPT14,FLJ44060,True,3395,1.6234231994108814
RP11-15K19.2,RP11-15K19.2,ENSG00000249773,7,havana,55887276,+,havana,protein_coding,67963,1732,nan,nan,nan,nan,nan,True,901,0.4308407371632413
GBAS,GBAS,ENSG00000146729,7,ensembl_havana,55951792,+,ensembl_havana,protein_coding,48389,5651,NIPSNAP2,nipsnap homolog 2,Approved,GBAS,nan,True,25905,12.387268919216167
PSPH,PSPH,ENSG00000146733,7,ensembl_havana,56011050,-,ensembl_havana,protein_coding,40554,2762,PSPH,phosphoserine phosphatase,Approved,PSP,nan,True,5186,2.479844686935149
CCT6A,CCT6A,ENSG00000146731,7,ensembl_havana,56051629,+,ensembl_havana,protein_coding,12360,3901,CCT6A,chaperonin containing TCP1 subunit 6A,Approved,CCT6,"TTCP20, TCPZ, Cctz, HTR3, TCP20",True,13577,6.492258255788377
SUMF2,SUMF2,ENSG00000129103,7,ensembl_havana,56064001,+,ensembl_havana,protein_coding,16669,4101,SUMF2,sulfatase modifying factor 2,Approved,nan,DKFZp566I1024,True,22925,10.962290676434304
PHKG1,PHKG1,ENSG00000164776,7,ensembl_havana,56080282,-,ensembl_havana,protein_coding,12714,2762,PHKG1,phosphorylase kinase catalytic subunit gamma 1,Approved,PHKG,nan,True,14603,6.9828715702495145
CHCHD2,CHCHD2,ENSG00000106153,7,ensembl_havana,56101568,-,ensembl_havana,protein_coding,5008,1132,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,Approved,C7orf17,"MIX17B, MNRR1",True,15564,7.442403144515747
NUPR2,NUPR2,ENSG00000185290,7,ensembl_havana,56114680,-,ensembl_havana,protein_coding,1720,603,NUPR2,"nuclear protein 2, transcriptional regulator",Approved,NUPR1L,nan,True,255,0.1219360576877098
ZNF479,ZNF479,ENSG00000185177,7,ensembl_havana,57119613,-,ensembl_havana,protein_coding,20251,2075,ZNF479,zinc finger protein 479,Approved,nan,KR19,True,327,0.15636506221129845
ZNF716,ZNF716,ENSG00000182111,7,ensembl_havana,57450176,+,ensembl_havana,protein_coding,23370,5197,ZNF716,zinc finger protein 716,Approved,nan,FLJ46189,True,248,0.11858879335902757
ZNF727,ZNF727,ENSG00000214652,7,ensembl_havana,64045442,+,ensembl_havana,protein_coding,33107,1679,ZNF727,zinc finger protein 727,Approved,ZNF727P,nan,True,1294,0.6187657201878294
ZNF735,ZNF735,ENSG00000223614,7,havana,64207089,+,havana,protein_coding,13419,1570,ZNF735,zinc finger protein 735,Approved,ZNF735P,nan,True,460,0.2199630844562608
ZNF679,ZNF679,ENSG00000197123,7,ensembl_havana,64228473,+,ensembl_havana,protein_coding,38458,1567,ZNF679,zinc finger protein 679,Approved,nan,MGC42415,True,522,0.2496102827960177
ZNF736,ZNF736,ENSG00000234444,7,ensembl_havana,64307458,+,ensembl_havana,protein_coding,47402,9409,ZNF736,zinc finger protein 736,Approved,nan,nan,True,6538,3.1263448829892027
ZNF680,ZNF680,ENSG00000173041,7,ensembl_havana,64519883,-,ensembl_havana,protein_coding,43223,5586,ZNF680,zinc finger protein 680,Approved,nan,FLJ90430,True,13327,6.372713101192582
ZNF107,ZNF107,ENSG00000196247,7,ensembl_havana,64666082,+,ensembl_havana,protein_coding,45500,7162,ZNF107,zinc finger protein 107,Approved,ZNF588,"ZFD25, smap-7",True,7517,3.5944837083863317
ZNF138,ZNF138,ENSG00000197008,7,ensembl_havana,64794387,+,ensembl_havana,protein_coding,39294,2850,ZNF138,zinc finger protein 138,Approved,nan,pHZ-32,True,7075,3.383127875060968
ZNF273,ZNF273,ENSG00000198039,7,ensembl_havana,64870171,+,ensembl_havana,protein_coding,60795,8652,ZNF273,zinc finger protein 273,Approved,nan,HZF9,True,6420,3.069919570019988
ZNF117,ZNF117,ENSG00000152926,7,ensembl_havana,64971775,-,ensembl_havana,protein_coding,34909,10691,ZNF117,zinc finger protein 117,Approved,nan,"HPF9, H-plk",True,5604,2.6797241854193166
ERV3-1,ERV3-1,ENSG00000213462,7,havana,64990808,-,havana,protein_coding,15935,4574,ERV3-1,"endogenous retrovirus group 3 member 1, envelope",Approved,ERV3,"H-PLK, HERV-R, ERV-R, envR",True,65,0.03108174019490642
ZNF92,ZNF92,ENSG00000146757,7,ensembl_havana,65373798,+,ensembl_havana,protein_coding,27337,3512,ZNF92,zinc finger protein 92,Approved,nan,"HPF12, TF12",True,1926,0.9209758710059964
VKORC1L1,VKORC1L1,ENSG00000196715,7,ensembl_havana,65873266,+,ensembl_havana,protein_coding,86297,5899,VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1,Approved,nan,nan,True,22799,10.902039918518023
GUSB,GUSB,ENSG00000169919,7,ensembl_havana,65960683,-,ensembl_havana,protein_coding,21631,3992,GUSB,glucuronidase beta,Approved,nan,nan,True,8576,4.100876983254115
ASL,ASL,ENSG00000126522,7,ensembl_havana,66075797,+,ensembl_havana,protein_coding,17761,3195,ASL,argininosuccinate lyase,Approved,nan,ASAL,True,3663,1.7515756051375726
AC068533.7,AC068533.7,ENSG00000249319,7,havana,66087760,+,havana,protein_coding,64517,922,nan,nan,nan,nan,nan,True,4298,2.055220297810889
CRCP,CRCP,ENSG00000241258,7,ensembl_havana,66114603,+,ensembl_havana,protein_coding,39965,3540,CRCP,CGRP receptor component,Approved,nan,"CGRP-RCP, RCP, RCP9, C17, POLR3I",True,2649,1.2667004580970325
TPST1,TPST1,ENSG00000169902,7,ensembl_havana,66205198,+,ensembl_havana,protein_coding,215345,2871,TPST1,tyrosylprotein sulfotransferase 1,Approved,nan,TANGO13A,True,34789,16.6354255329323
KCTD7,KCTD7,ENSG00000243335,7,ensembl_havana,66628880,+,ensembl_havana,protein_coding,182307,8506,KCTD7,potassium channel tetramerization domain containing 7,Approved,nan,"FLJ32069, EPM3, CLN14",True,29482,14.097720991172785
RABGEF1,RABGEF1,ENSG00000154710,7,ensembl_havana,66682163,+,ensembl_havana,protein_coding,129301,5646,RABGEF1,RAB guanine nucleotide exchange factor 1,Approved,nan,"rabex-5, RABEX5",True,1194,0.5709476583495118
TMEM248,TMEM248,ENSG00000106609,7,ensembl_havana,66921224,+,ensembl_havana,protein_coding,37327,5086,TMEM248,transmembrane protein 248,Approved,C7orf42,"FLJ10099, FLJ13090",True,18228,8.716276311888526
SBDS,SBDS,ENSG00000126524,7,ensembl_havana,66987676,-,ensembl_havana,protein_coding,7925,1732,SBDS,SBDS ribosome maturation factor,Approved,nan,"CGI-97, FLJ10917, SDS, SWDS",True,7181,3.4338150206095848
TYW1,TYW1,ENSG00000198874,7,ensembl_havana,66995172,+,ensembl_havana,protein_coding,244347,3890,TYW1,tRNA-yW synthesizing protein 1 homolog,Approved,RSAFD1,"FLJ10900, MGC23001, MGC60291, YPL207W, TYW1A",True,36484,17.44594168109178
AUTS2,AUTS2,ENSG00000158321,7,ensembl_havana,69598918,+,ensembl_havana,protein_coding,1194150,10420,AUTS2,activator of transcription and developmental regulator AUTS2,Approved,nan,"KIAA0442, FBRSL2",True,94348,45.11538498321586
WBSCR17,WBSCR17,ENSG00000185274,7,ensembl_havana,71132168,+,ensembl_havana,protein_coding,581432,4870,GALNT17,polypeptide N-acetylgalactosaminyltransferase 17,Approved,WBSCR17,"GALNTL3, GalNAc-T5L, GalNAc-T19, GalNAc-T17, ppGalNAc-T17",True,31732,15.173627382534931
CALN1,CALN1,ENSG00000183166,7,ensembl_havana,71779490,-,ensembl_havana,protein_coding,667661,10032,CALN1,calneuron 1,Approved,nan,CABP8,True,13830,6.61323795223932
TYW1B,TYW1B,ENSG00000277149,7,ensembl_havana,72558743,-,ensembl_havana,protein_coding,269455,3258,TYW1B,tRNA-yW synthesizing protein 1 homolog B,Approved,nan,"RSAFD2, MGC87315, NCRNA00069, LINC00069",True,28610,13.680747491942656
POM121,POM121,ENSG00000196313,7,ensembl_havana,72879364,+,ensembl_havana,protein_coding,72076,9822,POM121,POM121 transmembrane nucleoporin,Approved,nan,"KIAA0618, DKFZP586G1822, DKFZP586P2220, POM121A",True,18792,8.985970180656638
TRIM74,TRIM74,ENSG00000155428,7,ensembl_havana,72959484,-,ensembl_havana,protein_coding,9982,1471,TRIM74,tripartite motif containing 74,Approved,TRIM50C,MGC45440,True,127,0.06072893853466331
NSUN5,NSUN5,ENSG00000130305,7,ensembl_havana,73302516,-,ensembl_havana,protein_coding,6351,3414,NSUN5,NOP2/Sun RNA methyltransferase 5,Approved,"WBSCR20, WBSCR20A","NOL1R, p120(NOL1), FLJ10267, NSUN5A, Ynl022cL",True,12379,5.919397874965332
TRIM50,TRIM50,ENSG00000146755,7,ensembl_havana,73312538,-,ensembl_havana,protein_coding,15544,2490,TRIM50,tripartite motif containing 50,Approved,TRIM50A,FLJ32804,True,273,0.13054330881860696
FKBP6,FKBP6,ENSG00000077800,7,ensembl_havana,73328163,+,ensembl_havana,protein_coding,30474,2469,FKBP6,FKBP prolyl isomerase family member 6 (inactive),Approved,nan,"PPIase, FKBP36",True,1158,0.5537331560877174
FZD9,FZD9,ENSG00000188763,7,ensembl_havana,73433782,+,ensembl_havana,protein_coding,2338,2338,FZD9,frizzled class receptor 9,Approved,nan,"FZD3, CD349",True,332,0.15875596530321434
BAZ1B,BAZ1B,ENSG00000009954,7,ensembl_havana,73440397,-,ensembl_havana,protein_coding,81881,7053,BAZ1B,bromodomain adjacent to zinc finger domain 1B,Approved,"WBSCR9, WBSCR10",WSTF,True,20544,9.82374262406396
BCL7B,BCL7B,ENSG00000106635,7,ensembl_havana,73536355,-,ensembl_havana,protein_coding,21647,3542,BCL7B,BAF chromatin remodeling complex subunit BCL7B,Approved,nan,nan,True,4930,2.357430448629056
TBL2,TBL2,ENSG00000106638,7,ensembl_havana,73568931,-,ensembl_havana,protein_coding,9860,5067,TBL2,transducin beta like 2,Approved,nan,"WS-betaTRP, WBSCR13, DKFZP43N024",True,3096,1.4804471945143118
MLXIPL,MLXIPL,ENSG00000009950,7,ensembl_havana,73593193,-,ensembl_havana,protein_coding,31350,4815,MLXIPL,MLX interacting protein like,Approved,WBSCR14,"WS-bHLH, MIO, CHREBP, MONDOB, bHLHd14",True,12384,5.921788778057247
VPS37D,VPS37D,ENSG00000176428,7,ensembl_havana,73667824,+,ensembl_havana,protein_coding,4288,1626,VPS37D,VPS37D subunit of ESCRT-I,Approved,WBSCR24,MGC35352,True,418,0.19987949848416744
DNAJC30,DNAJC30,ENSG00000176410,7,ensembl_havana,73680968,-,ensembl_havana,protein_coding,2485,2485,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,Approved,WBSCR18,nan,True,2473,1.1825406692615934
WBSCR22,WBSCR22,ENSG00000071462,7,ensembl_havana,73683024,+,ensembl_havana,protein_coding,22137,7944,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,Approved,WBSCR22,"MGC19709, MGC2022, MGC5140, PP3381, WBMT, MERM1",True,7995,3.8230540439734897
STX1A,STX1A,ENSG00000106089,7,ensembl_havana,73699205,-,ensembl_havana,protein_coding,20467,3693,STX1A,syntaxin 1A,Approved,STX1,"HPC-1, p35-1",True,1309,0.625938429463577
ABHD11,ABHD11,ENSG00000106077,7,ensembl_havana,73736093,-,ensembl_havana,protein_coding,2774,2289,ABHD11,abhydrolase domain containing 11,Approved,WBSCR21,PP1226,True,5552,2.6548587932633914
CLDN3,CLDN3,ENSG00000165215,7,ensembl_havana,73768996,-,ensembl_havana,protein_coding,1274,1274,CLDN3,claudin 3,Approved,"C7orf1, CPETR2","RVP1, CPE-R2, HRVP1",True,2308,1.1036408672283695
CLDN4,CLDN4,ENSG00000189143,7,ensembl_havana,73799541,+,ensembl_havana,protein_coding,33152,4702,CLDN4,claudin 4,Approved,"CPETR, CPETR1","CPE-R, WBSCR8, hCPE-R",True,9303,4.448514292818683
WBSCR27,WBSCR27,ENSG00000165171,7,ensembl_havana,73834589,-,ensembl_havana,protein_coding,7946,1469,METTL27,methyltransferase like 27,Approved,WBSCR27,nan,True,1342,0.6417183898702218
